chain_requested,name,brand,operator,street,housenumber,postcode,city,country,address_formatted,address_quality,latitude,longitude,osm_type,osm_id,source
Kiwi,Kiwi Bryne torg,Kiwi,,,,,,Norway,"58.734259,5.647723",coordinates_only,58.734259,5.647723,node,268660276,OpenStreetMap via Overpass API
Kiwi,Kiwi Lillestrøm,Kiwi,,,,,,Norway,"59.9564771,11.0466454",coordinates_only,59.9564771,11.0466454,node,274118898,OpenStreetMap via Overpass API
Kiwi,Kiwi Nordsia,Kiwi,,,,,,Norway,"64.021609,11.491033",coordinates_only,64.021609,11.491033,node,278230960,OpenStreetMap via Overpass API
Kiwi,Kiwi Surnadal,Kiwi,,,,,,Norway,"62.974129,8.725438",coordinates_only,62.974129,8.725438,node,282883638,OpenStreetMap via Overpass API
Kiwi,Kiwi Frogner Skien,Kiwi,,,,,,Norway,"59.210169,9.620972",coordinates_only,59.210169,9.620972,node,282922025,OpenStreetMap via Overpass API
Kiwi,Kiwi Myren,Kiwi,,,,,,Norway,"59.20061,9.588886",coordinates_only,59.20061,9.588886,node,283933517,OpenStreetMap via Overpass API
Kiwi,Kiwi Sandsli,Kiwi,,,,,,Norway,"60.292302,5.285253",coordinates_only,60.292302,5.285253,node,285686388,OpenStreetMap via Overpass API
Kiwi,Kiwi Strandgaten Bergen,Kiwi,,,,,,Norway,"60.397349,5.311392",coordinates_only,60.397349,5.311392,node,286502510,OpenStreetMap via Overpass API
Kiwi,Kiwi Smestad,Kiwi,,,,,,Norway,"61.1338758,10.4528283",coordinates_only,61.1338758,10.4528283,node,286549729,OpenStreetMap via Overpass API
Kiwi,Kiwi Sørås,Kiwi,,,,,,Norway,"60.297522,5.316969",coordinates_only,60.297522,5.316969,node,287406301,OpenStreetMap via Overpass API
Kiwi,Kiwi Nesttun sentrum,Kiwi,,,,,,Norway,"60.31996,5.353417",coordinates_only,60.31996,5.353417,node,287776658,OpenStreetMap via Overpass API
Kiwi,Kiwi Rolland,Kiwi,,,,,,Norway,"60.462065,5.329591",coordinates_only,60.462065,5.329591,node,294168549,OpenStreetMap via Overpass API
Kiwi,Kiwi Hamrehjørnet,Kiwi,,,,,,Norway,"60.382165,5.304135",coordinates_only,60.382165,5.304135,node,309494000,OpenStreetMap via Overpass API
Kiwi,Kiwi Refsnes,Kiwi,,,,,,Norway,"59.4427198,10.6189463",coordinates_only,59.4427198,10.6189463,node,312135676,OpenStreetMap via Overpass API
Kiwi,Kiwi Skollenborg,Kiwi,,,,,,Norway,"59.6217112,9.6828272",coordinates_only,59.6217112,9.6828272,node,315897137,OpenStreetMap via Overpass API
Kiwi,Kiwi Ringebu,Kiwi,,,,,,Norway,"61.529194,10.141484",coordinates_only,61.529194,10.141484,node,322839917,OpenStreetMap via Overpass API
Kiwi,Kiwi Spydeberg,Kiwi,,,,,,Norway,"59.6190547,11.0787613",coordinates_only,59.6190547,11.0787613,node,329724092,OpenStreetMap via Overpass API
Kiwi,Kiwi Frognerveien,Kiwi,,,,,,Norway,"59.921817,10.705118",coordinates_only,59.921817,10.705118,node,335585355,OpenStreetMap via Overpass API
Kiwi,Kiwi Kjeller,Kiwi,,,,,,Norway,"59.969458,11.050971",coordinates_only,59.969458,11.050971,node,338773226,OpenStreetMap via Overpass API
Kiwi,Kiwi Søreide,Kiwi,,,,,,Norway,"60.315583,5.270493",coordinates_only,60.315583,5.270493,node,339701244,OpenStreetMap via Overpass API
Kiwi,Kiwi Sjusjøen,Kiwi,,,,,,Norway,"61.152645,10.690827",coordinates_only,61.152645,10.690827,node,345822585,OpenStreetMap via Overpass API
Kiwi,Kiwi Romsås,Kiwi,,,,,,Norway,"59.963296,10.892321",coordinates_only,59.963296,10.892321,node,355542182,OpenStreetMap via Overpass API
Kiwi,Kiwi Hovden,Kiwi,,,,,,Norway,"59.559714,7.357667",coordinates_only,59.559714,7.357667,node,356370667,OpenStreetMap via Overpass API
Kiwi,Kiwi Oasen,Kiwi,,,,,,Norway,"60.348341,5.292608",coordinates_only,60.348341,5.292608,node,356764440,OpenStreetMap via Overpass API
Kiwi,Kiwi Bjølsen,Kiwi,,,,,,Norway,"59.944248,10.759468",coordinates_only,59.944248,10.759468,node,358363208,OpenStreetMap via Overpass API
Kiwi,Kiwi Rjukan sentrum,Kiwi,,,,,,Norway,"59.878508,8.587976",coordinates_only,59.878508,8.587976,node,359965858,OpenStreetMap via Overpass API
Kiwi,Kiwi Aurdal,Kiwi,,,,,,Norway,"60.9195678,9.4226092",coordinates_only,60.9195678,9.4226092,node,364962916,OpenStreetMap via Overpass API
Kiwi,Kiwi Eiganes,Kiwi,,,,,,Norway,"58.9575945,5.6987439",coordinates_only,58.9575945,5.6987439,node,371883790,OpenStreetMap via Overpass API
Kiwi,Kiwi Fredensborg,Kiwi,,,,,,Norway,"59.9190318,10.7515978",coordinates_only,59.9190318,10.7515978,node,383999730,OpenStreetMap via Overpass API
Kiwi,Kiwi Ullevål,Kiwi,,,,,,Norway,"59.937675,10.734922",coordinates_only,59.937675,10.734922,node,384003082,OpenStreetMap via Overpass API
Kiwi,Kiwi Gystad,Kiwi,,,,,,Norway,"60.140008,11.186862",coordinates_only,60.140008,11.186862,node,385145894,OpenStreetMap via Overpass API
Kiwi,Kiwi Joa,Kiwi,,,,,,Norway,"58.9039292,5.6623126",coordinates_only,58.9039292,5.6623126,node,389050340,OpenStreetMap via Overpass API
Kiwi,Kiwi Nyborg,Kiwi,,,,,,Norway,"60.467481,5.345964",coordinates_only,60.467481,5.345964,node,390044183,OpenStreetMap via Overpass API
Kiwi,Kiwi Tananger,Kiwi,,,,,,Norway,"58.936053,5.587208",coordinates_only,58.936053,5.587208,node,401254963,OpenStreetMap via Overpass API
Kiwi,Kiwi Kråkerøybrua,Kiwi,,,,,,Norway,"59.2061425,10.9370064",coordinates_only,59.2061425,10.9370064,node,401273128,OpenStreetMap via Overpass API
Kiwi,Kiwi Spikkestad,Kiwi,,,,,,Norway,"59.744579,10.341166",coordinates_only,59.744579,10.341166,node,411008875,OpenStreetMap via Overpass API
Kiwi,Kiwi Mosterøy,Kiwi,,,,,,Norway,"59.063566,5.677679",coordinates_only,59.063566,5.677679,node,413131146,OpenStreetMap via Overpass API
Kiwi,Kiwi Borre,Kiwi,,,,,,Norway,"59.3803507,10.4547577",coordinates_only,59.3803507,10.4547577,node,417653848,OpenStreetMap via Overpass API
Kiwi,Kiwi Sunde,Kiwi,,,,,,Norway,"58.961109,5.610388",coordinates_only,58.961109,5.610388,node,418507891,OpenStreetMap via Overpass API
Kiwi,Kiwi Bøleråsen senter,Kiwi,,,,,,Norway,"59.76428,10.852293",coordinates_only,59.76428,10.852293,node,427720489,OpenStreetMap via Overpass API
Kiwi,Kiwi Buvika,Kiwi,,,,,,Norway,"63.3080315,10.1764086",coordinates_only,63.3080315,10.1764086,node,438179081,OpenStreetMap via Overpass API
Kiwi,Kiwi Holsetgården,Kiwi,,,,,,Norway,"60.7951273,11.0750384",coordinates_only,60.7951273,11.0750384,node,441005396,OpenStreetMap via Overpass API
Kiwi,Kiwi Sveio,Kiwi,,,,,,Norway,"59.544004,5.35428",coordinates_only,59.544004,5.35428,node,442368336,OpenStreetMap via Overpass API
Kiwi,Kiwi Sorgenfrigata,Kiwi,,,,,,Norway,"59.9273239,10.7186217",coordinates_only,59.9273239,10.7186217,node,443655216,OpenStreetMap via Overpass API
Kiwi,Kiwi Råel,Kiwi,,,,,,Norway,"59.2664818,10.4534418",coordinates_only,59.2664818,10.4534418,node,448627213,OpenStreetMap via Overpass API
Kiwi,Kiwi Gauterød,Kiwi,,,,,,Norway,"59.280063,10.463934",coordinates_only,59.280063,10.463934,node,448627308,OpenStreetMap via Overpass API
Kiwi,Kiwi Vøyenenga,Kiwi,,,,,,Norway,"59.9089848,10.4776966",coordinates_only,59.9089848,10.4776966,node,448931527,OpenStreetMap via Overpass API
Kiwi,Kiwi Kjøpmannskjær,Kiwi,,,,,,Norway,"59.177033,10.387169",coordinates_only,59.177033,10.387169,node,454269328,OpenStreetMap via Overpass API
Kiwi,Kiwi Søm,Kiwi,,,,,,Norway,"58.1519564,8.0576936",coordinates_only,58.1519564,8.0576936,node,460002868,OpenStreetMap via Overpass API
Kiwi,Kiwi Vestskogen,Kiwi,,,,,,Norway,"59.240298,10.392853",coordinates_only,59.240298,10.392853,node,461302277,OpenStreetMap via Overpass API
Kiwi,Kiwi Lilleaker,Kiwi,,,,,,Norway,"59.9204316,10.6366183",coordinates_only,59.9204316,10.6366183,node,485597054,OpenStreetMap via Overpass API
Kiwi,Kiwi Strømsø,Kiwi,,,,,,Norway,"59.7378262,10.2029967",coordinates_only,59.7378262,10.2029967,node,487113815,OpenStreetMap via Overpass API
Kiwi,Kiwi XL Strømsø senter,Kiwi,,,,,,Norway,"59.7344643,10.2067875",coordinates_only,59.7344643,10.2067875,node,487130350,OpenStreetMap via Overpass API
Kiwi,Kiwi Øvre Storgate,Kiwi,,,,,,Norway,"59.7441555,10.2025001",coordinates_only,59.7441555,10.2025001,node,487130503,OpenStreetMap via Overpass API
Kiwi,Kiwi Ytre Enebakk,Kiwi,,,,,,Norway,"59.7233931,11.057042",coordinates_only,59.7233931,11.057042,node,488049033,OpenStreetMap via Overpass API
Kiwi,Kiwi Strandgata,Kiwi,,,,,,Norway,"60.7935897,10.6948697",coordinates_only,60.7935897,10.6948697,node,488515702,OpenStreetMap via Overpass API
Kiwi,Kiwi Ålgård,Kiwi,,,,,,Norway,"58.767403,5.860227",coordinates_only,58.767403,5.860227,node,492691632,OpenStreetMap via Overpass API
Kiwi,Kiwi Brakerøya,Kiwi,,,,,,Norway,"59.7419515,10.2254211",coordinates_only,59.7419515,10.2254211,node,493346155,OpenStreetMap via Overpass API
Kiwi,Kiwi Jærveien,Kiwi,,,,,,Norway,"58.8484521,5.7295392",coordinates_only,58.8484521,5.7295392,node,496719459,OpenStreetMap via Overpass API
Kiwi,Kiwi Tertnes,Kiwi,,,,,,Norway,"60.455799,5.295302",coordinates_only,60.455799,5.295302,node,506321915,OpenStreetMap via Overpass API
Kiwi,Kiwi Bogerud senter,Kiwi,,,,,,Norway,"59.875656,10.842927",coordinates_only,59.875656,10.842927,node,514392270,OpenStreetMap via Overpass API
Kiwi,Kiwi Mjøndalen,Kiwi,,,,,,Norway,"59.7495929,10.0119942",coordinates_only,59.7495929,10.0119942,node,514406577,OpenStreetMap via Overpass API
Kiwi,Kiwi Solbergelva,Kiwi,,,,,,Norway,"59.764136,10.078129",coordinates_only,59.764136,10.078129,node,520299346,OpenStreetMap via Overpass API
Kiwi,Kiwi Hagan,Kiwi,,,,,,Norway,"59.9984301,10.9180204",coordinates_only,59.9984301,10.9180204,node,530200782,OpenStreetMap via Overpass API
Kiwi,Kiwi Haugsneset,Kiwi,,,,,,Norway,"60.183844,5.474691",coordinates_only,60.183844,5.474691,node,534908832,OpenStreetMap via Overpass API
Kiwi,Kiwi Lunde,Kiwi,,,,,,Norway,"59.299723,9.102441",coordinates_only,59.299723,9.102441,node,554959514,OpenStreetMap via Overpass API
Kiwi,Kiwi Toppe,Kiwi,,,,,,Norway,"60.48599,5.271544",coordinates_only,60.48599,5.271544,node,560517961,OpenStreetMap via Overpass API
Kiwi,Kiwi Hundvåg,Kiwi,,,,,,Norway,"59.001244,5.741438",coordinates_only,59.001244,5.741438,node,568089372,OpenStreetMap via Overpass API
Kiwi,Kiwi Trosterud,Kiwi,,,,,,Norway,"59.9270387,10.865611",coordinates_only,59.9270387,10.865611,node,568375080,OpenStreetMap via Overpass API
Kiwi,Kiwi Sønsterudveien,Kiwi,,,,,,Norway,"59.805618,10.80685",coordinates_only,59.805618,10.80685,node,603968238,OpenStreetMap via Overpass API
Kiwi,Kiwi Oppegård,Kiwi,,,,,,Norway,"59.7655762,10.8139059",coordinates_only,59.7655762,10.8139059,node,603971278,OpenStreetMap via Overpass API
Kiwi,Kiwi Markveien,Kiwi,,,,,,Norway,"59.9219009,10.7572186",coordinates_only,59.9219009,10.7572186,node,615209027,OpenStreetMap via Overpass API
Kiwi,Kiwi Haugenstua,Kiwi,,,,,,Norway,"59.95221,10.910612",coordinates_only,59.95221,10.910612,node,638975296,OpenStreetMap via Overpass API
Kiwi,Kiwi Museumsgata,Kiwi,,,,,,Norway,"59.131885,10.22758",coordinates_only,59.131885,10.22758,node,639260077,OpenStreetMap via Overpass API
Kiwi,Kiwi Bjørgeveien,Kiwi,,,,,,Norway,"60.350774,5.244696",coordinates_only,60.350774,5.244696,node,656525095,OpenStreetMap via Overpass API
Kiwi,Kiwi XL Ligosenteret,Kiwi,,,,,,Norway,"59.756599,10.124192",coordinates_only,59.756599,10.124192,node,659695925,OpenStreetMap via Overpass API
Kiwi,Kiwi Austadveien,Kiwi,,,,,,Norway,"59.721038,10.216864",coordinates_only,59.721038,10.216864,node,659739166,OpenStreetMap via Overpass API
Kiwi,Kiwi Ås,Kiwi,,,,,,Norway,"59.663866,10.793246",coordinates_only,59.663866,10.793246,node,659905570,OpenStreetMap via Overpass API
Kiwi,Kiwi Sagvåg,Kiwi,,,,,,Norway,"59.775269,5.392934",coordinates_only,59.775269,5.392934,node,663624081,OpenStreetMap via Overpass API
Kiwi,Kiwi Røyslimoen,Kiwi,,,,,,Norway,"61.099435,10.508721",coordinates_only,61.099435,10.508721,node,669984216,OpenStreetMap via Overpass API
Kiwi,Kiwi Moi,Kiwi,,,,,,Norway,"58.460948,6.538419",coordinates_only,58.460948,6.538419,node,672667767,OpenStreetMap via Overpass API
Kiwi,Kiwi Brennåsen,Kiwi,,,,,,Norway,"58.1349473,7.8566075",coordinates_only,58.1349473,7.8566075,node,674525276,OpenStreetMap via Overpass API
Kiwi,Kiwi Hjemseng,Kiwi,,,,,,Norway,"59.2206357,10.4423176",coordinates_only,59.2206357,10.4423176,node,678879442,OpenStreetMap via Overpass API
Kiwi,Kiwi Flisnes,Kiwi,,,,,,Norway,"62.43193,6.413219",coordinates_only,62.43193,6.413219,node,702283746,OpenStreetMap via Overpass API
Kiwi,Kiwi Mindes hus,Kiwi,,,,,,Norway,"63.4670048,10.9217468",coordinates_only,63.4670048,10.9217468,node,709987329,OpenStreetMap via Overpass API
Kiwi,Kiwi Holmen,Kiwi,,,,,,Norway,"63.480782,10.906989",coordinates_only,63.480782,10.906989,node,718402833,OpenStreetMap via Overpass API
Kiwi,Kiwi Romedal,Kiwi,,,,,,Norway,"60.736658,11.293452",coordinates_only,60.736658,11.293452,node,732093427,OpenStreetMap via Overpass API
Kiwi,Kiwi Næroset,Kiwi,,,,,,Norway,"60.975516,10.777649",coordinates_only,60.975516,10.777649,node,732106755,OpenStreetMap via Overpass API
Kiwi,Kiwi Ridabu,Kiwi,,,,,,Norway,"60.8031332,11.1286507",coordinates_only,60.8031332,11.1286507,node,736926903,OpenStreetMap via Overpass API
Kiwi,Kiwi Vesterøy,Kiwi,,,,,,Norway,"59.110404,10.909655",coordinates_only,59.110404,10.909655,node,736985117,OpenStreetMap via Overpass API
Kiwi,Kiwi Grefsenveien,Kiwi,,,,,,Norway,"59.9459017,10.7863356",coordinates_only,59.9459017,10.7863356,node,743380830,OpenStreetMap via Overpass API
Kiwi,Kiwi Evje,Kiwi,,,,,,Norway,"58.586416,7.806852",coordinates_only,58.586416,7.806852,node,748450783,OpenStreetMap via Overpass API
Kiwi,Kiwi Lisleby,Kiwi,,,,,,Norway,"59.2333337,10.976439",coordinates_only,59.2333337,10.976439,node,759780616,OpenStreetMap via Overpass API
Kiwi,Kiwi Skjoldskiftet,Kiwi,,,,,,Norway,"60.313088,5.356997",coordinates_only,60.313088,5.356997,node,768510658,OpenStreetMap via Overpass API
Kiwi,Kiwi Torggata Horten,Kiwi,,,,,,Norway,"59.417832,10.481578",coordinates_only,59.417832,10.481578,node,772327788,OpenStreetMap via Overpass API
Kiwi,Kiwi Nesøya,Kiwi,,,,,,Norway,"59.8707454,10.5170196",coordinates_only,59.8707454,10.5170196,node,777401088,OpenStreetMap via Overpass API
Kiwi,Kiwi Otta,Kiwi,,,,,,Norway,"61.7730039,9.5389048",coordinates_only,61.7730039,9.5389048,node,811371653,OpenStreetMap via Overpass API
Kiwi,Kiwi Langenes,Kiwi,,,,,,Norway,"58.0748987,7.8623109",coordinates_only,58.0748987,7.8623109,node,821906744,OpenStreetMap via Overpass API
Kiwi,Kiwi Stryn,Kiwi,,,,,,Norway,"61.903006,6.719597",coordinates_only,61.903006,6.719597,node,836487366,OpenStreetMap via Overpass API
Kiwi,Kiwi Lom,Kiwi,,,,,,Norway,"61.84062,8.574065",coordinates_only,61.84062,8.574065,node,837952393,OpenStreetMap via Overpass API
Kiwi,Kiwi Noresund,Kiwi,,,,,,Norway,"60.1798956,9.6257281",coordinates_only,60.1798956,9.6257281,node,840783031,OpenStreetMap via Overpass API
Kiwi,Kiwi Hånes,Kiwi,,,,,,Norway,"58.1810498,8.0889773",coordinates_only,58.1810498,8.0889773,node,845125932,OpenStreetMap via Overpass API
Kiwi,Kiwi Slependen,Kiwi,,,,,,Norway,"59.887211,10.5005399",coordinates_only,59.887211,10.5005399,node,845711998,OpenStreetMap via Overpass API
Kiwi,Kiwi Biri,Kiwi,,,,,,Norway,"60.956234,10.609863",coordinates_only,60.956234,10.609863,node,848962266,OpenStreetMap via Overpass API
Kiwi,Kiwi Flekkerøy,Kiwi,,,,,,Norway,"58.076363,7.999205",coordinates_only,58.076363,7.999205,node,855603680,OpenStreetMap via Overpass API
Kiwi,Kiwi Skjærhalden,Kiwi,,,,,,Norway,"59.02835,11.032651",coordinates_only,59.02835,11.032651,node,861353151,OpenStreetMap via Overpass API
Kiwi,Kiwi Etterstad,Kiwi,,,,,,Norway,"59.913398,10.799881",coordinates_only,59.913398,10.799881,node,866259131,OpenStreetMap via Overpass API
Kiwi,Kiwi Ensjø,Kiwi,,,,,,Norway,"59.9150276,10.7888626",coordinates_only,59.9150276,10.7888626,node,868458598,OpenStreetMap via Overpass API
Kiwi,Kiwi Kragerø,Kiwi,,,,,,Norway,"58.86802,9.414239",coordinates_only,58.86802,9.414239,node,871720653,OpenStreetMap via Overpass API
Kiwi,Kiwi Skjevik,Kiwi,,,,,,Norway,"62.788165,7.536203",coordinates_only,62.788165,7.536203,node,874003015,OpenStreetMap via Overpass API
Kiwi,Kiwi Kirkegata Levanger,Kiwi,,,,,,Norway,"63.7492093,11.302346",coordinates_only,63.7492093,11.302346,node,877667691,OpenStreetMap via Overpass API
Kiwi,Kiwi Sauda,Kiwi,,,,,,Norway,"59.650212,6.354745",coordinates_only,59.650212,6.354745,node,884734236,OpenStreetMap via Overpass API
Kiwi,Kiwi Melløs,Kiwi,,,,,,Norway,"59.421106,10.676611",coordinates_only,59.421106,10.676611,node,897978711,OpenStreetMap via Overpass API
Kiwi,Kiwi Moveien,Kiwi,,,,,,Norway,"59.142991,10.200218",coordinates_only,59.142991,10.200218,node,926825336,OpenStreetMap via Overpass API
Kiwi,Kiwi Moan,Kiwi,,,,,,Norway,"63.7402339,11.2824859",coordinates_only,63.7402339,11.2824859,node,946076539,OpenStreetMap via Overpass API
Kiwi,Kiwi Hegdehaugsveien,Kiwi,,,,,,Norway,"59.9220125,10.7272747",coordinates_only,59.9220125,10.7272747,node,973858944,OpenStreetMap via Overpass API
Kiwi,Kiwi Solli plass,Kiwi,,,,,,Norway,"59.914566,10.719977",coordinates_only,59.914566,10.719977,node,1029257140,OpenStreetMap via Overpass API
Kiwi,Kiwi Løten,Kiwi,,,,,,Norway,"60.821115,11.339823",coordinates_only,60.821115,11.339823,node,1064725155,OpenStreetMap via Overpass API
Kiwi,Kiwi Hvalstad,Kiwi,,,,,,Norway,"59.85852,10.4772121",coordinates_only,59.85852,10.4772121,node,1077169514,OpenStreetMap via Overpass API
Kiwi,Kiwi Nedenes,Kiwi,,,,,,Norway,"58.41641,8.701199",coordinates_only,58.41641,8.701199,node,1106387271,OpenStreetMap via Overpass API
Kiwi,Kiwi Ranvikskogen,Kiwi,,,,,,Norway,"59.1167479,10.2146539",coordinates_only,59.1167479,10.2146539,node,1106453605,OpenStreetMap via Overpass API
Kiwi,Kiwi Konnerud,Kiwi,,,,,,Norway,"59.719246,10.146054",coordinates_only,59.719246,10.146054,node,1119661733,OpenStreetMap via Overpass API
Kiwi,Kiwi Skøyen,Kiwi,,,,,,Norway,"59.919608,10.686861",coordinates_only,59.919608,10.686861,node,1133968913,OpenStreetMap via Overpass API
Kiwi,Kiwi Hermansverk,Kiwi,,,,,,Norway,"61.1829158,6.8528706",coordinates_only,61.1829158,6.8528706,node,1198129547,OpenStreetMap via Overpass API
Kiwi,Kiwi Nøstet,Kiwi,,,,,,Norway,"60.391406,5.314753",coordinates_only,60.391406,5.314753,node,1198695662,OpenStreetMap via Overpass API
Kiwi,Kiwi Landfalløya,Kiwi,,,,,,Norway,"59.7508931,10.1623269",coordinates_only,59.7508931,10.1623269,node,1215735883,OpenStreetMap via Overpass API
Kiwi,Kiwi Hof,Kiwi,,,,,,Norway,"59.5296005,10.0882775",coordinates_only,59.5296005,10.0882775,node,1224681119,OpenStreetMap via Overpass API
Kiwi,Kiwi Arendal sentrum,Kiwi,,,,,,Norway,"58.45925,8.766371",coordinates_only,58.45925,8.766371,node,1228115740,OpenStreetMap via Overpass API
Kiwi,Kiwi Oppdal,Kiwi,,,,,,Norway,"62.5925845,9.684667",coordinates_only,62.5925845,9.684667,node,1234971955,OpenStreetMap via Overpass API
Kiwi,Kiwi Ole Olsen,Kiwi,,,,,,Norway,"58.248971,8.376039",coordinates_only,58.248971,8.376039,node,1246262194,OpenStreetMap via Overpass API
Kiwi,Kiwi Vålerenga,Kiwi,,,,,,Norway,"59.9089625,10.7870007",coordinates_only,59.9089625,10.7870007,node,1258380819,OpenStreetMap via Overpass API
Kiwi,Kiwi Vitbank,Kiwi,,,,,,Norway,"59.755692,10.261771",coordinates_only,59.755692,10.261771,node,1270698446,OpenStreetMap via Overpass API
Kiwi,Kiwi Lierbyen,Kiwi,,,,,,Norway,"59.786458,10.241995",coordinates_only,59.786458,10.241995,node,1270700464,OpenStreetMap via Overpass API
Kiwi,Kiwi Lyngåskrysset,Kiwi,,,,,,Norway,"59.8153018,10.2489551",coordinates_only,59.8153018,10.2489551,node,1270703282,OpenStreetMap via Overpass API
Kiwi,Kiwi Bødalen,Kiwi,,,,,,Norway,"59.759267,10.4599761",coordinates_only,59.759267,10.4599761,node,1273407095,OpenStreetMap via Overpass API
Kiwi,Kiwi Trikkesløyfa,Kiwi,,,,,,Norway,"59.940721,10.729069",coordinates_only,59.940721,10.729069,node,1298853011,OpenStreetMap via Overpass API
Kiwi,Kiwi Rensvik,Kiwi,,,,,,Norway,"63.0909735,7.8092587",coordinates_only,63.0909735,7.8092587,node,1300311258,OpenStreetMap via Overpass API
Kiwi,Kiwi Schous plass,Kiwi,,,,,,Norway,"59.9192997,10.7646613",coordinates_only,59.9192997,10.7646613,node,1363867000,OpenStreetMap via Overpass API
Kiwi,Kiwi Brumunddal,Kiwi,,,,,,Norway,"60.8850431,10.9453037",coordinates_only,60.8850431,10.9453037,node,1402309889,OpenStreetMap via Overpass API
Kiwi,Kiwi Solheim,Kiwi,,,,,,Norway,"59.92704,10.954431",coordinates_only,59.92704,10.954431,node,1410854916,OpenStreetMap via Overpass API
Kiwi,Kiwi Løkkemyra,Kiwi,,,,,,Norway,"63.108814,7.783521",coordinates_only,63.108814,7.783521,node,1417294594,OpenStreetMap via Overpass API
Kiwi,Kiwi Sandakerveien,Kiwi,,,,,,Norway,"59.9432398,10.7705432",coordinates_only,59.9432398,10.7705432,node,1422960127,OpenStreetMap via Overpass API
Kiwi,Kiwi Trysil,Kiwi,,,,,,Norway,"61.3115747,12.2679736",coordinates_only,61.3115747,12.2679736,node,1432260551,OpenStreetMap via Overpass API
Kiwi,Kiwi Alta sentrum,Kiwi,,,,,,Norway,"69.965763,23.276083",coordinates_only,69.965763,23.276083,node,1459542250,OpenStreetMap via Overpass API
Kiwi,Kiwi Tasta,Kiwi,,,,,,Norway,"58.977795,5.704908",coordinates_only,58.977795,5.704908,node,1460565415,OpenStreetMap via Overpass API
Kiwi,Kiwi St. Olavs plass,Kiwi,,,,,,Norway,"59.9179629,10.7408759",coordinates_only,59.9179629,10.7408759,node,1520492077,OpenStreetMap via Overpass API
Kiwi,Kiwi Trondheimsveien,Kiwi,,,,,,Norway,"59.9230962,10.7714934",coordinates_only,59.9230962,10.7714934,node,1523679562,OpenStreetMap via Overpass API
Kiwi,Kiwi Københavngata,Kiwi,,,,,,Norway,"59.9272985,10.767197",coordinates_only,59.9272985,10.767197,node,1523679588,OpenStreetMap via Overpass API
Kiwi,Kiwi Ryen,Kiwi,,,,,,Norway,"59.89348,10.804853",coordinates_only,59.89348,10.804853,node,1541248980,OpenStreetMap via Overpass API
Kiwi,Kiwi Beitostølen,Kiwi,,,,,,Norway,"61.2428698,8.9209488",coordinates_only,61.2428698,8.9209488,node,1556198893,OpenStreetMap via Overpass API
Kiwi,Kiwi Lund,Kiwi,,,,,,Norway,"58.1527514,8.0247592",coordinates_only,58.1527514,8.0247592,node,1579838939,OpenStreetMap via Overpass API
Kiwi,Kiwi Kirkekrysset,Kiwi,,,,,,Norway,"59.805766,10.688781",coordinates_only,59.805766,10.688781,node,1585522373,OpenStreetMap via Overpass API
